# #E, E1, M1
1.473825503355704747e+01 2.255060971209055566e-06 2.442060948319174201e-10
1.484563758389261778e+01 2.183373339301702215e-06 2.385927029360263844e-10
1.495302013422818810e+01 2.110302123176382874e-06 2.331525887086997968e-10
1.506040268456375841e+01 2.036902438393080976e-06 2.278790257085776907e-10
1.516778523489932873e+01 1.964072640564424459e-06 2.227656023311580660e-10
1.527516778523489904e+01 1.892541174848998648e-06 2.178062045562847535e-10
1.538255033557046936e+01 1.822870272254694229e-06 2.129949997785158740e-10
1.548993288590603967e+01 1.755470530602366421e-06 2.083264216438309259e-10
1.559731543624160999e+01 1.690621283502610904e-06 2.037951558221439467e-10
1.570469798657718030e+01 1.628492937873897927e-06 1.993961266505828806e-10
1.581208053691275062e+01 1.569168737915139623e-06 1.951244845875177456e-10
1.591946308724832271e+01 1.512664479187901913e-06 1.909755944219167309e-10
1.602684563758389302e+01 1.458945483359089927e-06 1.869450241868175342e-10
1.613422818791946156e+01 1.407940668193774491e-06 1.830285347295603567e-10
1.624161073825503365e+01 1.359553860547698274e-06 1.792220698949680393e-10
1.634899328859060574e+01 1.313672661419002266e-06 1.755217472809055072e-10
1.645637583892617428e+01 1.270175233422053623e-06 1.719238495286346680e-10
1.656375838926174282e+01 1.228935382147844541e-06 1.684248161131237857e-10
1.667114093959731491e+01 1.189826271642966544e-06 1.650212356009913162e-10
1.677852348993288700e+01 1.152723068747126073e-06 1.617098383460887752e-10
1.688590604026845554e+01 1.117504762143087380e-06 1.584874895948602989e-10
1.699328859060402408e+01 1.084055355647358131e-06 1.553511829755924622e-10
1.710067114093959617e+01 1.052264594323657816e-06 1.522980343474836822e-10
1.720805369127516826e+01 1.022028347377695313e-06 1.493252759871392832e-10
1.731543624161074035e+01 9.932487433955465687e-07 1.464302510916453836e-10
1.742281879194630889e+01 9.658341307119672571e-07 1.436104085788113734e-10
1.753020134228187743e+01 9.396989177334484422e-07 1.408632981664867932e-10
1.763758389261744952e+01 9.147633340641016444e-07 1.381865657140883670e-10
1.774496644295302161e+01 8.909531425247283178e-07 1.355779488106014476e-10
1.785234899328859015e+01 8.681993239521497208e-07 1.330352725943716870e-10
1.795973154362415869e+01 8.464377504624122185e-07 1.305564457909744218e-10
1.806711409395973078e+01 8.256088582068642186e-07 1.281394569563510746e-10
1.817449664429530287e+01 8.056573271848517795e-07 1.257823709132379136e-10
1.828187919463087141e+01 7.865317731181128835e-07 1.234833253696884673e-10
1.838926174496644350e+01 7.681844545201115261e-07 1.212405277092123400e-10
1.849664429530201204e+01 7.505709967388601597e-07 1.190522519427244631e-10
1.860402684563758413e+01 7.336501337844284387e-07 1.169168358131181386e-10
1.871140939597315622e+01 7.173834680734559306e-07 1.148326780438587969e-10
1.881879194630872476e+01 7.017352477575382512e-07 1.127982357235313499e-10
1.892617449664429330e+01 6.866721609938482622e-07 1.108120218187770650e-10
1.903355704697986539e+01 6.721631463222664253e-07 1.088726028085253608e-10
1.914093959731543748e+01 6.581792182017608165e-07 1.069785964328582434e-10
1.924832214765100602e+01 6.446933067061504168e-07 1.051286695502546868e-10
1.935570469798657456e+01 6.316801103680234056e-07 1.033215360973395704e-10
1.946308724832214665e+01 6.191159611765497381e-07 1.015559551456169725e-10
1.957046979865771874e+01 6.069787007706294062e-07 9.983072904999699998e-11
1.967785234899329083e+01 5.952475669163953088e-07 9.814470168423457709e-11
1.978523489932885937e+01 5.839030894124719211e-07 9.649675675868679212e-11
1.989261744966442791e+01 5.729269946240668073e-07 9.488581621606581519e-11
2.000000000000000000e+01 5.623021179054180307e-07 9.331083870111587464e-11
